UNP US Equity,UNION PACIFIC CORP,188.35,2655858
UNS US Equity,UNS ENERGY CORP,60.21,293656
UNT US Equity,UNIT CORP,66.23,346494
UPL US Equity,ULTRA PETROLEUM CORP,29.13,3508492
UPS US Equity,UNITED PARCEL SERVICE-CL B,98.83,1923015
URI US Equity,UNITED RENTALS INC,93.34,1543331
URS US Equity,URS CORP,46.94,489302
USB US Equity,US BANCORP,40.46,6869343
USG US Equity,USG CORP,29.4,1185306
USM US Equity,US CELLULAR CORP,42.44,108324
UTF US Equity,COHEN & STEERS INFRASTRUCTUR,23.11,224726
UTX US Equity,UNITED TECHNOLOGIES CORP,116.91,2606228
V US Equity,VISA INC-CLASS A SHARES,208.7,3683365
VAL US Equity,VALSPAR CORP,72.94,447650
VAR US Equity,VARIAN MEDICAL SYSTEMS INC,80.33,1100079
VC US Equity,VISTEON CORP,89.4,788903
VEEV US Equity,VEEVA SYSTEMS INC-CLASS A,17.87,2393738
VFC US Equity,VF CORP,60.95,1205109
VGR US Equity,VECTOR GROUP LTD,21.31,757385
VHI US Equity,VALHI INC,7.5,20491
VIPS US Equity,VIPSHOP HOLDINGS LTD - ADS,137.9,1985606
VLO US Equity,VALERO ENERGY CORP,57.82,7327658
VLP US Equity,VALERO ENERGY PARTNERS LP,44.08,107213
VLY US Equity,VALLEY NATIONAL BANCORP,9.76,1832212
VMC US Equity,VULCAN MATERIALS CO,62.23,1627389
VMI US Equity,VALMONT INDUSTRIES,149.6,152866
VMW US Equity,VMWARE INC-CLASS A,92.28,1638737
VNO US Equity,VORNADO REALTY TRUST,105.2,916327
VNTV US Equity,VANTIV INC - CL A,29.57,932886
VOYA US Equity,VOYA FINANCIAL INC,33.99,4103241
VR US Equity,VALIDUS HOLDINGS LTD,37.67,684543
VSH US Equity,VISHAY INTERTECHNOLOGY INC,14.41,1080054
VTR US Equity,VENTAS INC,67.88,1338681
VVC US Equity,VECTREN CORPORATION,40.71,269226
VZ US Equity,VERIZON COMMUNICATIONS INC,48.1,23606564
WAB US Equity,WABTEC CORP,74.85,331798
WAG US Equity,WALGREEN CO,69.87,4197927
WAIR US Equity,WESCO AIRCRAFT HOLDINGS INC,21.72,873269
WAL US Equity,WESTERN ALLIANCE BANCORP,22.74,480212
WAT US Equity,WATERS CORP,101.77,865501
WBC US Equity,WABCO HOLDINGS INC,105.09,379572
WBS US Equity,WEBSTER FINANCIAL CORP,29.84,510789
WCC US Equity,WESCO INTERNATIONAL INC,85.84,414395
WCG US Equity,WELLCARE HEALTH PLANS INC,72.67,1269580
WCN US Equity,WASTE CONNECTIONS INC,44.73,468111
WDAY US Equity,WORKDAY INC-CLASS A,67.48,5893979
WDR US Equity,WADDELL & REED FINANCIAL-A,67.54,959434
WEC US Equity,WISCONSIN ENERGY CORP,48.45,1886741
WES US Equity,WESTERN GAS PARTNERS LP,70.58,159667
WEX US Equity,WEX INC,93.09,162848
WFC US Equity,WELLS FARGO & CO,49.39,15507424
WFT US Equity,WEATHERFORD INTL LTD,21.41,7985404
WGL US Equity,WGL HOLDINGS INC,38.6,238712
WGP US Equity,WESTERN GAS EQUITY PARTNERS,51.27,84228
WHR US Equity,WHIRLPOOL CORP,151.77,872896
WLK US Equity,WESTLAKE CHEMICAL CORP,77.01,930044
WLL US Equity,WHITING PETROLEUM CORP,71.42,1907230
WLP US Equity,WELLPOINT INC,104.74,2210782
WM US Equity,WASTE MANAGEMENT INC,43.96,1811493
WMB US Equity,WILLIAMS COS INC,44.41,6576287
WMT US Equity,WAL-MART STORES INC,77.96,6086214
WNR US Equity,WESTERN REFINING INC,42.39,1379362
WOR US Equity,WORTHINGTON INDUSTRIES,37.02,385815
WPC US Equity,WP CAREY INC,61.7,503272
WPX US Equity,WPX ENERGY INC,21.95,5792564
WPZ US Equity,WILLIAMS PARTNERS LP,53.64,418558
WR US Equity,WESTAR ENERGY INC,35.71,1557164
WRB US Equity,WR BERKLEY CORP,45,631712
WRI US Equity,WEINGARTEN REALTY INVESTORS,31.72,398133
WSH US Equity,WILLIS GROUP HOLDINGS PLC,41.52,1614905
WSM US Equity,WILLIAMS-SONOMA INC,61.42,726559
WSO US Equity,WATSCO INC,101.94,146412
WST US Equity,WEST PHARMACEUTICAL SERVICES,43.18,245962
WTM US Equity,WHITE MOUNTAINS INSURANCE GP,597.9099,34990
WTR US Equity,AQUA AMERICA INC,25.44,641242
WU US Equity,WESTERN UNION CO,16.27,7529707
WUBA US Equity,58.COM INC-ADR,37.97,2163545
WWAV US Equity,WHITEWAVE FOODS CO - CL A,26.61,2345312
WWW US Equity,WOLVERINE WORLD WIDE INC,25.99,1178406
WX US Equity,WUXI PHARMATECH CAYMAN-ADR,34.63,513390
WY US Equity,WEYERHAEUSER CO,30.42,2500329
WYN US Equity,WYNDHAM WORLDWIDE CORP,71.58,905529
X US Equity,UNITED STATES STEEL CORP,25.26,5107900
XEC US Equity,CIMAREX ENERGY CO,131.32,3886960
XEL US Equity,XCEL ENERGY INC,31.64,3458283
XL US Equity,XL GROUP PLC,31.98,2642558
XLS US Equity,EXELIS INC,17.57,1175787
XOM US Equity,EXXON MOBIL CORP,103.11,11007353
XRX US Equity,XEROX CORP,11.83,10013945
XYL US Equity,XYLEM INC,37.22,641078
Y US Equity,ALLEGHANY CORP,414.34,72224
YELP US Equity,YELP INC,52.74,10979153
YOKU US Equity,YOUKU TUDOU INC-ADR,20.72,4202175
YUM US Equity,YUM! BRANDS INC,75.77,2090366
ZMH US Equity,ZIMMER HOLDINGS INC,100.03,1354023
ZTS US Equity,ZOETIS INC,30.65,6810642
